date,/m/01q82,/g/1211cg58,/m/012_3l,/m/0gfps3,/g/11gbfbpzht,/m/02v_8dy,/m/09jx2,/m/04n7dpf,/m/0g_fl,/m/01rd35,/m/016ldw,/g/11cks2gbc8,/m/0cvgr,/m/06bmj_x,/m/06lry,/m/0hbm6,/m/0drqp,/m/014dsx,/m/07s_c,/g/11bc57hf91,/m/01tzw5,/m/018m33,/g/121g16mn,/g/1216wtvp,/m/088p1q,/g/1236svz8,/m/0pb8nv_,/m/02r5p3,/m/05457c,/m/0218w7,/g/11w4h00ll9,/m/06bmj_y,/m/026gdg4,/m/09y23_,/m/01s_5,/m/01cf44,/m/0545k,/m/01cf0p,/m/0cs24,/m/0z_xz,/m/0d130,/m/0hdyy,/m/011d_9rh,/m/04sng5,/m/0hhw8xd,/m/05nxj0,/m/0c40cq0,/m/06njd,/m/081zw_,/m/02vtq7g,/m/091tvr,/m/02r49f,/m/01406c,/m/04f0h,/m/020d7_,/g/1213tqm6,/m/0h7q5bz,/m/025t20m,/m/042px7,/m/017l39,/g/11cp7w3r6w,/g/11fsrblbyd,/m/03nw7w,/g/11lc9ltvgb,/g/11s7rb01fr,/g/120lq987,/m/079gm,/g/1q582vwlz,/g/120jfhdm_x,/m/032pvq,/m/033wy6,/g/11ln3kjm27,/g/11b651vsw1,/m/0nfn,/m/02wwvy,/m/02fq2b,/m/02jnsq,/g/11g6qj7lt6,/m/085n4,/g/11j8qrghwl,/m/02p2c9s,/g/11jg330g0l,/m/02jjns,/m/02w88k,/m/05kp2c,/m/01y3d8,/g/121jnq1m,/g/120jfhdm_y,/m/0p6bb,/m/018nf6,/m/09s5j9,/m/08f4gj,/m/0bg2p,/g/11c6tyq7nc,/g/11c2688p8j,/m/0ffnx,/m/02ywd,/g/11dxd44r6v,/m/04g3r,/m/06l8d,/m/09j2d,/m/0c_jw,/m/01l0mw,/m/06b49c,/g/11j8qrq5f4,/m/022hpx,/m/03glg,/m/0204sn,/g/11s7rbxtb8,/g/11g6qjtysh,/g/11h37v75l4,/m/02gsv,/m/0f3yyn,/m/079k8t,/m/03ggzf,/m/01hbs0,/m/01fss9,/m/018ct4,/m/029hyv,/m/02mnx9,/g/11bz0yd_jf,/m/01fp90,/g/1q6h_chms,/m/033gpp,/m/04g_71,/m/035czb,/m/04115t2,/g/120t97td,/g/11g_xxld32,/g/121hdyly,/m/02887sv,/g/11kbll0jmc,/g/11hdw7wpyv,/g/11j317sfyk,/g/11fsrbrqgk,/m/05y7_j,/m/01wq4b,/m/04qsq,/m/0_gyn88,/m/04rsd,/m/047m52,/m/05xxpj,/m/05zd8,/m/02vkbbf,/m/01fsrg,/m/014xsg,/m/0272pyx,/m/0f0jq,/m/0hkst,/m/05y_5p,/g/1235w5lb,/g/11j8qrbycd,/m/0968r1,/g/1213vf80,/m/025t89b,/m/05xxpw,/g/11c6t_253c,/m/0462swg,/g/12twkjsql,/g/11j317hdsz,/g/11c6t_549p,/g/11j317n2h0,/g/11fsrbpz7j,/g/11h4f8vzqz,/g/121lmsp6,/g/11g0kd3ygw
2017-05-01,38,0,30,37,0,0,13,24,45,30,0,0,0,25,28,58,27,59,24,0,40,26,0,0,6,0,70,0,0,0,0,25,75,21,14,0,43,0,38,27,0,66,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,28,0,0,0,0,0,0,0,3,39,0,0,9,0,0,0,0,38,20,0,0,0,0,0,34,25,44,0,0,11,1,0,62,34,60,52,41,24,0,35,34,68,0,0,0,23,100,42,100,0,40,0,0,0,27,0,0,0,0,0,63,0,0,0,0,0,0,0,0,46,53,44,0,24,8,53,30,0,0,5,32,0,47,100,0,0,4,62,39,35,0,0,0,0,0,0,0,0,0,0
2017-06-01,36,0,32,36,0,0,13,26,45,29,0,0,0,18,28,57,24,54,15,0,36,24,0,0,8,0,0,0,0,0,0,18,0,20,10,0,61,0,45,39,0,0,7,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,78,0,0,53,0,0,0,23,0,0,0,0,0,0,0,4,44,0,0,9,0,0,0,0,38,23,73,0,0,0,0,31,32,37,0,0,10,1,0,54,35,57,51,40,25,0,36,32,62,0,0,0,29,63,0,0,0,36,0,0,0,0,0,0,0,42,0,66,0,0,0,0,0,0,0,0,43,59,40,0,17,8,55,24,0,0,5,0,0,52,0,0,0,0,30,77,39,0,0,48,0,0,0,0,0,0,0
2017-07-01,35,0,34,36,0,0,12,31,48,28,0,0,0,0,29,79,21,68,21,0,38,25,0,0,4,0,0,0,0,0,0,0,0,18,11,0,40,0,0,25,0,0,7,24,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,64,0,0,0,34,0,0,0,0,0,0,0,3,44,0,0,9,0,0,0,0,41,22,68,0,0,0,0,33,23,43,0,0,9,1,0,68,41,60,57,42,27,0,37,33,58,0,0,0,22,51,51,0,100,31,0,0,0,50,28,0,0,0,0,66,0,0,0,0,0,0,0,0,54,72,47,0,20,9,58,22,0,0,0,0,0,45,0,0,0,0,56,53,66,0,0,0,0,0,0,0,0,0,0
2017-08-01,37,0,28,37,0,0,17,26,47,33,54,0,0,0,36,80,27,70,26,0,39,26,0,0,0,0,0,0,0,0,0,0,0,18,10,0,41,0,0,36,0,0,8,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,54,0,0,0,30,0,0,0,0,0,0,0,3,52,0,0,9,0,0,0,0,38,21,54,0,0,0,0,33,33,44,0,0,8,1,0,100,41,57,50,54,22,0,39,30,48,0,0,0,20,73,37,0,65,28,0,0,0,41,30,0,0,0,0,67,0,0,0,0,0,0,0,0,44,66,44,0,20,10,57,22,0,0,8,33,0,46,82,0,0,0,45,0,52,0,0,0,0,0,0,0,0,0,0
2017-09-01,39,0,38,43,0,0,11,26,49,42,77,0,0,14,31,80,30,76,18,0,40,24,0,0,7,0,0,0,0,0,0,14,0,19,13,0,42,0,32,40,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,30,0,0,0,0,0,0,0,4,45,0,0,10,0,0,0,0,43,38,56,0,0,71,0,34,32,46,0,0,8,1,0,72,40,58,62,69,33,0,46,31,40,0,0,0,28,0,0,0,48,24,0,0,0,57,36,0,0,0,0,72,0,0,0,0,0,0,0,0,58,51,46,0,25,12,68,0,0,0,11,54,0,47,0,0,0,0,41,81,67,0,0,0,0,0,0,0,0,0,0
2017-10-01,36,0,23,38,0,0,13,26,52,45,47,0,0,16,33,77,30,68,19,0,0,24,0,0,0,0,0,0,0,0,0,16,0,25,13,0,45,0,33,46,0,0,7,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,30,0,0,0,0,0,0,0,4,41,0,0,9,0,0,0,0,40,27,49,0,0,0,0,33,37,44,0,0,8,1,0,60,39,61,58,60,32,0,43,35,62,0,0,0,24,0,41,0,0,0,0,0,0,64,0,0,0,0,0,71,0,0,0,0,0,0,0,0,43,61,43,0,19,13,71,23,0,0,8,0,0,55,86,0,0,0,41,52,62,0,0,0,0,0,0,0,0,0,0
2017-11-01,40,0,25,38,0,0,14,28,53,24,0,0,0,17,30,79,25,69,25,0,50,24,0,0,0,0,0,0,0,0,0,17,0,38,18,38,38,0,58,0,61,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,37,0,0,0,0,0,0,0,4,42,0,0,10,0,0,0,23,42,31,47,0,0,0,0,35,42,46,0,0,10,1,0,57,43,59,72,67,29,0,48,42,52,0,0,0,25,79,37,0,0,42,0,0,0,47,42,0,0,0,0,67,0,0,0,0,0,0,0,0,59,66,45,0,27,11,65,9,0,0,6,48,0,49,0,0,0,0,60,59,47,0,0,0,0,0,0,0,0,0,0
2017-12-01,36,0,21,27,0,0,10,24,43,27,0,0,0,17,28,70,24,64,20,0,0,23,0,0,6,0,0,0,0,0,0,17,0,17,13,0,31,0,0,32,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,21,0,0,0,0,0,0,0,4,41,30,0,8,0,0,0,0,42,33,46,0,0,0,0,36,27,40,0,0,9,1,0,87,54,54,77,58,32,0,19,25,51,0,0,0,30,0,0,0,0,36,0,0,0,46,0,0,0,0,0,65,0,0,0,0,0,0,0,0,42,51,36,0,23,9,54,25,0,0,6,0,0,40,0,0,0,0,34,36,48,0,0,0,0,0,0,0,0,0,0
2018-01-01,36,0,32,33,0,0,14,27,55,35,0,0,0,0,33,68,28,75,22,0,36,28,0,0,5,0,0,0,0,0,0,0,0,0,13,0,38,0,44,54,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,34,0,0,0,0,0,0,0,7,46,39,0,10,100,0,0,0,46,0,55,0,0,0,0,36,41,48,0,0,9,1,0,69,52,61,60,59,31,0,39,26,46,0,0,0,32,48,0,0,43,30,0,0,0,43,0,0,0,0,0,76,0,100,0,0,0,0,0,0,47,38,29,0,25,9,67,24,0,0,7,0,0,51,0,0,0,0,27,68,70,0,0,0,0,0,0,0,0,0,0
2018-02-01,43,0,42,34,0,0,14,24,47,29,0,0,50,0,33,72,28,78,17,0,81,34,0,0,0,0,0,0,0,0,0,0,0,21,10,0,17,0,48,32,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,29,0,0,0,0,0,0,0,9,48,0,0,9,0,0,0,0,40,22,62,0,0,0,0,39,34,41,0,0,11,1,0,49,48,58,53,49,32,0,36,37,48,0,0,0,21,59,0,91,47,0,0,0,0,49,0,0,0,0,0,69,0,0,0,0,0,0,0,0,41,46,35,0,23,10,69,27,0,0,6,42,73,74,0,0,0,0,39,44,38,0,0,0,0,0,0,0,0,0,0
2018-03-01,43,0,58,27,0,0,12,28,51,39,0,0,0,16,43,73,25,72,12,0,37,31,0,0,4,0,0,0,0,0,0,16,100,0,10,0,42,23,29,45,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,48,0,0,0,0,0,0,0,4,44,32,0,11,0,0,0,43,43,38,58,0,0,0,0,42,44,41,0,0,10,1,0,26,47,64,64,28,21,0,32,42,63,0,0,0,21,46,0,0,0,25,0,0,0,29,39,0,0,0,0,74,0,0,0,0,0,0,0,0,49,47,22,0,24,9,65,32,0,0,0,66,100,41,0,0,0,0,44,64,0,0,0,0,0,0,0,0,0,0,0
2018-04-01,39,0,40,22,0,0,10,32,48,43,61,0,0,0,31,76,25,84,28,0,0,32,0,0,7,0,0,0,0,0,0,0,0,0,12,0,29,25,0,28,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,61,22,0,0,0,0,0,0,0,4,43,0,0,10,0,0,0,27,42,29,58,0,0,0,0,44,40,32,0,0,11,1,0,18,49,67,71,20,36,0,77,34,54,0,0,0,18,54,50,0,0,32,0,0,0,45,0,0,0,0,0,71,0,0,0,0,0,0,0,0,65,35,33,0,30,9,64,24,0,0,0,0,74,46,0,0,0,0,0,39,58,0,0,0,0,0,0,0,0,0,0
2018-05-01,44,0,51,30,0,0,17,29,57,56,52,0,0,25,46,61,27,72,29,0,44,29,0,0,8,0,0,0,0,0,0,25,0,22,13,0,46,16,42,51,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,39,0,0,0,0,0,0,0,4,50,56,0,10,0,0,0,0,43,40,67,0,0,0,0,42,41,40,0,0,7,1,0,20,44,77,58,22,34,0,65,42,61,0,0,0,22,51,72,46,0,40,0,0,0,44,0,0,0,0,0,76,0,0,0,0,0,0,0,0,77,51,30,0,28,9,69,32,0,0,6,46,0,55,0,0,0,0,42,66,0,0,0,0,0,0,0,0,0,0,0
2018-06-01,36,0,0,27,0,0,13,29,48,43,0,0,51,0,31,62,22,70,27,0,36,29,0,0,8,0,0,0,0,0,0,0,0,0,11,0,47,18,42,50,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,32,0,0,0,0,0,0,0,3,47,33,0,9,0,0,0,24,42,32,51,0,0,0,0,39,38,42,0,0,12,1,0,16,47,64,60,22,28,0,100,38,53,0,0,0,21,86,42,0,46,32,0,0,0,39,0,0,0,0,0,77,0,0,0,0,0,0,0,0,74,44,34,0,20,9,68,43,0,0,0,0,0,61,0,0,0,0,54,45,38,0,0,0,0,0,0,0,0,0,0
2018-07-01,34,0,0,35,0,0,14,46,50,48,0,0,71,24,38,69,26,78,25,0,0,32,0,0,7,0,0,0,0,0,0,24,0,17,12,0,42,30,40,27,53,0,62,34,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,64,0,0,0,19,0,0,0,0,0,0,0,4,55,49,0,9,0,0,0,0,48,33,42,0,0,0,0,40,37,42,0,0,11,1,0,24,61,64,63,20,31,0,87,46,59,0,0,0,22,64,52,0,0,41,0,0,0,41,0,0,0,46,0,77,0,0,0,0,0,0,0,0,77,42,29,0,23,9,69,41,0,0,0,47,0,51,0,0,0,0,51,64,0,0,0,0,0,0,0,0,0,0,0
2018-08-01,33,0,0,30,0,36,11,36,49,27,0,0,45,17,40,61,24,78,39,0,0,31,0,0,4,0,0,0,0,0,0,17,0,27,12,0,35,18,33,37,0,0,63,65,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,64,0,0,0,37,0,0,0,0,0,0,0,3,51,39,0,9,0,0,0,0,49,20,92,0,0,83,0,43,39,45,0,0,11,1,0,21,70,71,64,17,25,0,74,31,61,0,0,0,14,76,57,0,55,21,0,0,0,34,0,0,0,0,0,81,0,0,0,0,0,0,0,0,55,49,37,0,34,9,66,8,0,0,0,36,0,60,0,0,0,0,41,68,42,0,0,0,0,0,0,0,0,0,0
2018-09-01,40,0,0,33,0,0,18,29,50,49,0,0,84,0,41,65,32,79,25,0,68,38,0,0,11,0,0,0,0,0,0,0,0,0,12,0,40,24,46,34,0,0,55,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,54,0,0,0,0,0,0,0,3,47,36,0,8,0,0,0,0,50,26,55,0,0,90,0,39,39,41,0,70,12,1,0,20,57,64,62,16,19,0,86,26,58,0,0,0,21,64,77,0,0,29,0,0,21,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,60,34,32,0,30,8,80,27,0,0,0,44,0,62,0,0,0,4,46,57,40,0,0,0,0,0,0,0,0,0,0
2018-10-01,41,0,37,37,0,0,14,27,50,48,59,0,0,0,40,66,39,69,27,0,32,64,0,0,8,0,0,0,0,0,0,0,0,0,14,0,52,24,38,39,0,0,35,25,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,50,0,0,0,55,0,0,0,0,0,0,0,3,45,33,0,10,0,0,0,0,45,22,42,0,0,0,0,39,32,50,0,0,9,1,0,18,50,72,57,16,35,0,84,40,61,0,0,0,21,87,52,0,43,22,0,0,0,0,36,0,0,0,11,78,0,0,0,0,0,0,0,0,56,39,28,0,36,9,80,38,0,0,0,41,0,61,0,0,0,0,42,32,32,0,0,0,0,0,0,0,0,0,0
2018-11-01,37,0,46,37,2,0,13,30,45,33,0,0,58,20,41,75,28,76,22,0,28,39,0,0,6,0,0,0,0,0,0,20,0,0,14,0,43,14,0,27,41,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,37,0,0,0,0,0,0,0,5,42,33,0,11,0,0,0,0,47,0,67,0,0,0,0,42,43,47,0,45,8,1,0,18,58,63,62,26,45,0,66,35,68,0,0,0,25,70,41,0,55,29,0,0,0,0,44,0,0,0,0,77,0,0,0,0,0,0,0,0,58,46,32,0,38,10,70,39,0,0,0,67,46,50,0,0,0,6,35,81,34,0,0,0,0,0,0,0,0,0,0
2018-12-01,29,0,41,32,3,0,9,27,46,30,0,0,0,0,41,65,18,78,18,0,37,34,0,0,6,0,0,0,0,0,0,0,0,29,13,0,25,31,0,36,0,0,35,41,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,43,0,0,0,27,0,0,0,0,0,0,0,3,41,28,0,11,0,0,0,0,46,24,71,0,0,0,0,41,31,48,0,0,7,1,0,20,78,65,72,23,54,0,76,26,75,0,0,0,31,0,0,0,0,36,0,0,0,0,28,0,0,0,0,77,0,0,0,0,0,0,0,0,40,40,39,0,30,9,72,36,0,0,0,29,33,51,0,0,0,6,60,37,0,0,100,0,0,0,0,0,0,0,0
2019-01-01,33,0,47,37,4,0,17,29,52,50,51,0,57,0,47,78,30,86,19,0,40,37,0,0,6,0,0,0,0,0,0,0,0,19,14,0,47,26,0,41,0,0,47,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,18,0,0,0,0,0,0,76,5,46,37,0,11,0,0,0,0,64,27,71,0,0,0,0,42,36,56,0,0,9,1,0,19,80,67,62,45,49,0,78,29,72,0,0,0,40,65,49,0,42,25,0,0,0,0,39,0,52,45,0,96,0,0,0,0,0,0,0,0,69,48,35,0,43,9,88,41,0,0,0,37,62,59,0,0,0,6,51,54,41,0,0,0,0,0,0,0,0,0,0
2019-02-01,33,0,57,45,5,0,13,30,50,51,86,0,0,32,43,75,26,90,21,0,0,39,0,0,6,0,0,0,0,0,0,32,0,18,13,0,42,30,0,28,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,38,0,0,0,0,0,0,0,5,50,30,0,11,0,0,0,21,53,0,43,0,0,0,0,40,37,55,0,0,11,1,0,26,78,61,58,52,49,0,73,31,67,0,0,0,26,71,69,0,0,41,0,0,0,0,33,0,0,0,0,87,0,0,0,0,0,0,0,0,51,38,34,0,32,9,82,33,0,0,0,0,0,52,0,0,0,6,46,34,67,0,0,0,0,0,0,0,0,0,0
2019-03-01,30,0,58,48,7,0,17,29,53,74,55,0,46,34,48,72,23,82,22,0,97,29,0,0,5,0,0,0,0,0,0,34,0,22,12,0,36,28,57,60,0,0,33,22,0,0,0,0,0,0,0,0,0,27,36,0,0,0,0,0,0,0,52,0,0,45,31,0,0,0,0,0,0,0,5,41,65,0,11,0,0,0,24,50,31,54,0,0,0,0,40,31,46,0,0,11,1,0,22,74,68,67,53,42,0,68,44,68,0,0,0,22,0,59,0,65,27,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,57,38,33,0,32,9,66,51,0,0,0,0,42,55,0,0,0,9,55,45,36,0,0,0,0,0,0,0,0,0,0
2019-04-01,24,0,35,34,5,0,12,24,40,38,0,0,0,14,34,63,23,74,14,0,0,28,0,0,4,0,0,0,0,0,0,14,0,38,12,0,0,24,0,31,0,0,20,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,39,0,0,0,27,0,0,0,0,0,0,0,5,38,0,0,12,0,0,0,0,38,31,0,0,0,0,0,34,20,49,0,0,6,1,0,14,65,62,52,51,49,0,66,22,79,0,0,0,17,68,34,0,0,26,0,25,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,29,18,26,0,27,8,53,38,71,0,3,28,0,40,0,0,0,5,46,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-01,27,0,45,41,7,0,13,31,46,29,0,0,56,19,46,62,26,63,37,0,28,25,0,0,6,0,100,0,0,0,0,19,0,32,11,0,41,29,33,39,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,29,0,0,0,0,0,0,0,8,51,47,0,13,0,0,0,0,49,33,76,0,0,0,0,42,37,62,0,59,9,1,0,16,45,75,51,54,47,0,61,35,52,0,0,0,21,47,42,0,0,25,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,47,51,24,0,39,9,80,32,0,0,0,38,0,41,0,0,0,11,46,57,0,0,0,0,0,0,0,0,0,0,0
2019-06-01,27,0,52,40,7,0,11,30,49,44,0,0,0,21,46,79,23,67,18,0,0,21,0,0,5,0,0,0,0,0,0,21,0,30,13,0,49,25,0,32,0,0,40,28,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,54,0,0,0,32,0,0,0,0,0,0,0,6,60,0,0,12,0,0,0,0,47,36,0,0,0,0,100,40,26,59,0,41,11,1,0,17,54,60,54,57,50,0,71,33,62,0,0,0,20,65,73,0,0,32,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,40,52,31,0,22,8,79,38,0,0,3,56,0,54,0,0,0,16,47,29,38,0,0,0,0,0,0,0,0,0,0
2019-07-01,27,0,72,53,8,0,13,36,55,51,0,0,61,32,67,77,28,80,34,0,38,24,0,0,4,0,0,0,0,0,0,32,0,33,14,0,40,24,36,20,35,0,49,37,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,66,0,0,0,35,0,0,0,0,0,0,0,7,50,41,0,13,0,0,0,0,56,0,49,0,0,0,0,43,38,59,0,56,10,1,0,23,65,57,56,70,64,0,74,54,56,0,0,0,26,98,67,0,42,0,0,0,0,0,0,0,0,0,0,91,41,0,0,0,0,0,0,0,61,40,40,0,35,8,83,50,0,0,10,75,29,53,91,0,0,22,42,59,0,0,0,0,0,0,0,0,0,0,0
2019-08-01,26,0,69,41,5,0,12,35,49,49,0,0,48,27,47,66,27,100,23,0,42,27,0,0,6,0,0,0,0,0,0,27,0,35,16,0,40,35,0,23,0,0,54,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,29,0,0,0,0,0,0,0,17,54,33,0,12,0,0,0,0,51,33,61,0,0,70,0,49,41,58,0,42,10,1,0,22,79,63,57,74,57,0,68,31,60,0,0,0,21,64,53,0,67,0,0,0,0,46,0,0,0,0,0,78,0,0,0,0,0,0,0,0,42,54,35,0,34,9,75,46,0,0,11,49,34,59,0,0,0,16,52,54,0,0,0,0,0,0,0,0,0,0,0
2019-09-01,30,0,58,41,8,43,14,38,52,53,0,0,59,18,46,87,27,87,26,0,29,29,0,0,0,0,0,0,0,0,0,18,0,34,19,0,43,34,33,38,47,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,27,0,0,0,0,0,0,0,18,46,0,0,12,0,0,0,0,62,36,100,0,0,0,0,54,44,56,0,0,9,1,0,16,74,61,61,72,40,0,75,37,68,0,0,0,29,71,45,0,0,31,0,0,0,0,26,0,0,0,0,98,0,0,0,0,0,0,0,0,61,41,34,0,40,10,100,55,0,0,9,30,47,57,0,0,0,18,47,48,0,0,0,0,0,0,0,0,0,0,0
2019-10-01,27,0,79,38,7,0,12,32,54,37,0,0,0,31,49,79,23,80,24,0,0,26,0,0,4,0,0,0,0,0,0,31,90,43,15,0,37,34,29,29,0,0,38,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,22,0,0,0,0,0,0,0,28,46,57,0,12,0,0,0,20,53,30,62,0,0,63,0,52,37,56,0,0,10,1,0,24,69,58,65,70,62,0,69,42,77,0,0,0,27,47,50,0,55,0,0,0,0,0,32,0,0,0,0,87,0,0,0,0,0,0,0,0,57,20,40,0,38,14,92,48,0,0,12,48,57,61,0,0,0,19,54,67,64,0,0,0,0,0,0,0,0,0,0
2019-11-01,20,0,65,37,6,0,11,31,48,32,0,0,91,14,46,69,40,82,23,0,0,27,0,0,7,0,0,0,0,0,0,14,0,22,13,0,46,34,0,24,0,0,32,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,22,0,0,0,0,0,0,0,43,53,0,0,13,0,0,0,0,47,22,38,0,0,0,0,52,40,55,0,59,10,1,0,19,71,59,64,79,62,0,90,42,68,0,0,0,25,63,55,0,0,0,0,0,22,26,0,0,43,0,0,82,0,0,0,0,0,0,0,0,53,47,31,0,37,17,70,51,0,0,11,0,65,59,0,0,0,19,55,44,51,0,0,0,0,0,0,0,0,0,0
2019-12-01,19,0,44,36,7,0,13,34,50,34,0,0,43,15,44,69,28,81,32,0,31,28,0,0,7,0,0,0,0,0,0,15,0,29,16,35,37,22,44,38,0,0,32,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,53,0,0,54,0,0,0,0,0,0,0,0,7,37,40,0,11,0,0,0,0,54,22,54,0,0,0,0,50,42,57,0,0,10,1,0,24,91,69,72,76,63,0,65,25,80,0,0,0,31,39,52,0,54,23,0,0,0,25,38,0,68,38,0,85,0,0,0,0,0,0,0,0,40,48,34,0,34,18,72,45,0,0,13,36,46,50,0,77,0,19,50,48,49,0,0,0,0,0,0,0,0,0,0
2020-01-01,22,0,57,39,7,0,13,35,60,48,61,0,49,20,44,75,29,84,30,0,60,31,0,0,6,0,0,0,0,0,0,20,0,26,15,34,42,35,27,33,0,0,42,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,30,0,0,0,0,0,0,0,7,53,36,0,10,0,0,0,19,60,21,56,0,0,0,81,50,40,56,0,0,9,1,0,17,85,66,63,64,57,0,83,33,72,0,0,0,32,75,51,0,49,33,0,0,0,30,0,0,57,0,0,100,0,0,0,0,0,0,0,0,60,47,41,0,31,17,84,49,0,73,11,59,0,64,0,76,0,26,57,45,49,0,0,0,0,0,0,0,0,0,0
2020-02-01,28,0,100,57,9,0,20,92,52,51,59,0,0,26,49,81,36,83,65,0,34,26,0,0,6,0,0,0,0,0,0,26,0,46,13,0,46,35,35,40,0,0,41,29,0,0,0,0,0,0,0,0,0,29,37,0,0,0,0,0,0,0,64,0,0,0,21,0,0,0,0,0,0,0,8,48,40,0,9,0,0,0,23,57,19,40,0,0,73,0,49,26,54,0,40,10,1,0,26,89,65,58,67,53,0,71,32,69,0,0,0,26,83,0,0,0,28,0,0,0,0,28,0,49,0,0,100,0,0,0,0,0,0,0,0,59,44,41,0,27,16,73,47,0,0,14,53,37,69,0,72,0,19,60,67,41,0,0,0,0,0,0,0,0,0,0
2020-03-01,21,0,52,45,5,0,14,60,40,60,0,0,46,62,42,58,52,75,86,0,0,26,0,0,7,0,0,0,0,0,0,62,0,32,14,0,43,31,31,31,0,0,26,17,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,41,0,0,0,28,0,0,0,0,0,0,0,10,25,63,0,11,0,0,0,0,41,17,0,0,0,0,0,67,35,40,0,0,6,1,0,18,43,58,50,74,45,0,50,35,79,0,0,0,21,44,34,0,0,0,0,0,0,0,0,1,43,0,0,58,0,0,0,0,0,0,0,0,30,52,38,0,26,22,45,34,0,0,53,42,0,48,0,40,0,14,37,48,56,0,0,0,0,0,0,0,0,0,0
